DRUG_CODE,ACTIVE_INGREDIENT_CODE,INGREDIENT,INGREDIENT_SUPPLIED_IND,STRENGTH,STRENGTH_UNIT,STRENGTH_TYPE,DOSAGE_VALUE,BASE,DOSAGE_UNIT,NOTES,INGREDIENT_F,STRENGTH_UNIT_F,STRENGTH_TYPE_F,DOSAGE_UNIT_F
"98359","22048","DIMETHYL FUMARATE","I","240","MG","","","N","","","Fumarate de diméthyle","MG","",""
"98364","6436","HYDRALAZINE HYDROCHLORIDE","I","10","MG","","","N","","HISTORIC FREEFORM TEXT: HYDRALAZINE HYDROCHLORIDE","Chlorhydrate d'hydralazine","MG","",""
"98365","6436","HYDRALAZINE HYDROCHLORIDE","I","25","MG","","","N","","HISTORIC FREEFORM TEXT: HYDRALAZINE HYDROCHLORIDE","Chlorhydrate d'hydralazine","MG","",""
"98366","6436","HYDRALAZINE HYDROCHLORIDE","I","50","MG","","","N","","HISTORIC FREEFORM TEXT: HYDRALAZINE HYDROCHLORIDE","Chlorhydrate d'hydralazine","MG","",""
"98385","20185","LENALIDOMIDE","I","7.5","MG","","","N","","","Lénalidomide","MG","",""
"98418","9905","AMANTADINE HYDROCHLORIDE","I","100","MG","","","N","","","Chlorhydrate d'amantadine","MG","",""
"98419","9905","AMANTADINE HYDROCHLORIDE","I","50","MG","","5","N","ML","","Chlorhydrate d'amantadine","MG","","ML"
"98420","20437","LISDEXAMFETAMINE DIMESYLATE","I","70","MG","","","N","","","Dimésylate de lisdexamfétamine","MG","",""
"98428","22250","HAEMAGGLUTININ-STRAIN B (VICTORIA)","I","15","MCG","","0.5","N","ML","","Hémagglutinine-souche B (Victoria)","MCG","","ML"
"98428","22251","HAEMAGGLUTININ-STRAIN B (YAMAGATA)","I","15","MCG","","0.5","N","ML","","Hémagglutinine-souche B (Yamagata)","MCG","","ML"
"98428","743","HAEMAGGLUTININ-STRAIN A (H3N2)","I","15","MCG","","0.5","N","ML","","Hémagglutinine-souche A (H3N2)","MCG","","ML"
"98428","744","HAEMAGGLUTININ-STRAIN A (H1N1)","I","15","MCG","","0.5","N","ML","","Hémagglutinine-souche A (H1N1)","MCG","","ML"
"98433","8187","SULFAMETHAZINE","I","2000","MG","","","N","","","Sulfaméthazine","MG","",""
"98433","8638","NEOMYCIN (NEOMYCIN SULFATE)","I","175","MG","","","N","","","Néomycine (Sulfate de néomycine)","MG","",""
"98442","22953","IMMUNOGLOBULIN (HUMAN)","I","20","%","","","N","","","Immunoglobuline (humaine)","%","",""
"98449","8890","ALCOHOL ANHYDROUS","I","50","%","","","N","W/W","","ALCOOL ANHYDRE","%","","p/p"
"98454","10235","CHOLESTYRAMINE RESIN","I","4","G","","","N","SACHET","","Résine de cholestyramine","G","","SACHET"
"98462","253","AMYLASE","I","22400","UNIT","","","N","","","Amylase","Unité","",""
"98462","648","PROTEASE","I","1460","UNIT","","","N","","","Protéase","Unité","",""
"98462","649","LIPASE","I","20000","UNIT","","","N","","","Lipase","Unité","",""
"98467","196","ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE","I","0.072","%","","","N","W/W","","Chlorure d'alkyl diméthyl éthylbenzyl ammonium","%","","p/p"
"98467","197","BENZALKONIUM CHLORIDE","I","0.072","%","","","N","W/W","","Chlorure de benzalkonium","%","","p/p"
"98467","8890","ALCOHOL ANHYDROUS","I","53.088","%","","","N","W/W","","ALCOOL ANHYDRE","%","","p/p"
"98474","7762","ALPHA1-PROTEINASE INHIBITOR (HUMAN)","I","4000","MG","","","N","VIAL","","Inhibiteur de l'alpha1-protéinase (humain)","MG","","Fiole"
"98475","7762","ALPHA1-PROTEINASE INHIBITOR (HUMAN)","I","5000","MG","","","N","VIAL","","Inhibiteur de l'alpha1-protéinase (humain)","MG","","Fiole"
"98490","13053","BORTEZOMIB (BORTEZOMIB MANNITOL BORONIC ESTER)","I","1","MG","","","N","VIAL","","Bortézomib (Bortézomib, ester boronique de mannitol)","MG","","Fiole"
"98516","9152","DOCUSATE SODIUM","I","283","MG","","5","N","ML","","Docusate sodique","MG","","ML"
"98541","10196","NITROFURANTOIN","I","50","MG","","","N","","","Nitrofurantoïne","MG","",""
"98542","10196","NITROFURANTOIN","I","100","MG","","","N","","","Nitrofurantoïne","MG","",""
"98543","8642","DOXYCYCLINE (DOXYCYCLINE MONOHYDRATE)","I","40","MG","","","N","","","Doxycycline (Monohydrate de Doxycycline)","MG","",""
"98552","16112","CHLORAMPHENICOL (CHLORAMPHENICOL PALMITATE)","I","50","MG","","","N","ML","","Chloramphénicol (Palmitate de chloramphénicol)","MG","","ML"
"98556","10258","PHENYLEPHRINE HYDROCHLORIDE","I","0.25","%","","","N","W/W","","Chlorhydrate de phényléphrine","%","","p/p"
"98556","8903","BENZOCAINE","I","5","%","","","N","W/W","","Benzocaïne","%","","p/p"
"98559","9329","TROLAMINE SALICYLATE","I","10","%","","","N","W/W","","Salicylate de trolamine","%","","p/p"
"98565","10021","CITRIC ACID","I","59.9","%","","","N","W/W","","Acide citrique","%","","p/p"
"98565","2196","SODIUM CHLORITE","I","30.5","%","","","N","W/W","","Chlorite de sodium","%","","p/p"
"98566","10292","SODIUM ACETATE","I","13.125","G","","76","N","G","","Acétate de sodium","G","","G"
"98566","42","DEXTROSE","I","41.734","G","","76","N","G","","Dextrose","G","","G"
"98566","4753","SODIUM PHOSPHATE MONOBASIC","I","0.6","G","","76","N","G","","Phosphate de sodium monobasique","G","","G"
"98566","4999","CALCIUM D-PANTOTHENATE","I","0.012","G","","76","N","G","","D-pantothénate de calcium","G","","G"
"98566","53","POTASSIUM CHLORIDE","I","1.94","G","","76","N","G","","Chlorure de potassium","G","","G"
"98566","5319","POTASSIUM PHOSPHATE DIBASIC","I","0.349","G","","76","N","G","","Phosphate de potassium dibasique","G","","G"
"98566","55","SODIUM CHLORIDE","I","3.507","G","","76","N","G","","Chlorure de sodium","G","","G"
"98566","8865","GLYCINE","I","6.756","G","","76","N","G","","Glycine","G","","G"
"98567","10292","SODIUM ACETATE","I","13.127","G","","185","N","G","","Acétate de sodium","G","","G"
"98567","42","DEXTROSE","I","149.04","G","","185","N","G","","Dextrose","G","","G"
"98567","4753","SODIUM PHOSPHATE MONOBASIC","I","0.6","G","","185","N","G","","Phosphate de sodium monobasique","G","","G"
"98567","4999","CALCIUM D-PANTOTHENATE","I","0.012","G","","185","N","G","","D-pantothénate de calcium","G","","G"
"98567","53","POTASSIUM CHLORIDE","I","1.94","G","","185","N","G","","Chlorure de potassium","G","","G"
"98567","5319","POTASSIUM PHOSPHATE DIBASIC","I","0.349","G","","185","N","G","","Phosphate de potassium dibasique","G","","G"
"98567","55","SODIUM CHLORIDE","I","3.507","G","","185","N","G","","Chlorure de sodium","G","","G"
"98567","8865","GLYCINE","I","6.756","G","","185","N","G","","Glycine","G","","G"
"98575","11101","AMOXICILLIN (AMOXICILLIN TRIHYDRATE)","I","125","MG","","5","N","ML","AS AMOXICILLIN TRIHYDRATE","Amoxicilline (Trihydrate d'amoxicilline)","MG","","ML"
"98585","2609","IBUPROFEN","I","200","MG","","","N","","FREE SALT ACID AND POTASSIUM SALT","Ibuprofène","MG","",""
"98585","6492","PSEUDOEPHEDRINE HYDROCHLORIDE","I","30","MG","","","N","","","Chlorhydrate de pseudoéphédrine","MG","",""
"98588","10005","PECTIN","I","4.33","MG","","","N","ML","","Pectine","MG","","ML"
"98588","9653","KAOLIN","I","197","MG","","","N","ML","","Kaolin","MG","","ML"
"98593","13123","ROSUVASTATIN (ROSUVASTATIN CALCIUM)","I","5","MG","","","N","","","Rosuvastatine (Rosuvastatine calcique)","MG","",""
"98594","13123","ROSUVASTATIN (ROSUVASTATIN CALCIUM)","I","40","MG","","","N","","","Rosuvastatine (Rosuvastatine calcique)","MG","",""
"98595","13123","ROSUVASTATIN (ROSUVASTATIN CALCIUM)","I","20","MG","","","N","","","Rosuvastatine (Rosuvastatine calcique)","MG","",""
"98596","13123","ROSUVASTATIN (ROSUVASTATIN CALCIUM)","I","10","MG","","","N","","","Rosuvastatine (Rosuvastatine calcique)","MG","",""
"98598","20883","ABIRATERONE ACETATE","I","500","MG","","","N","","","Acétate d'abiratérone","MG","",""
"98613","197","BENZALKONIUM CHLORIDE","I","0.13","%","","","N","W/W","","Chlorure de benzalkonium","%","","p/p"
"98624","23425","BALOXAVIR MARBOXIL","I","20","MG","","","N","","","BALOXAVIR MARBOXIL","MG","",""
"98625","23425","BALOXAVIR MARBOXIL","I","40","MG","","","N","","","BALOXAVIR MARBOXIL","MG","",""
"98632","8376","CEPHALEXIN (CEPHALEXIN MONOHYDRATE)","I","125","MG","","5","N","ML","","Céphalexine (Monohydrate de céphalexine)","MG","","ML"
"98633","8376","CEPHALEXIN (CEPHALEXIN MONOHYDRATE)","I","250","MG","","5","N","ML","AS CEPHALEXIN MONOHYDRATE","Céphalexine (Monohydrate de céphalexine)","MG","","ML"
"98636","20171","DULOXETINE (DULOXETINE HYDROCHLORIDE)","I","30","MG","","","N","","","Duloxétine (Chlorhydrate de duloxétine)","MG","",""
"98637","20171","DULOXETINE (DULOXETINE HYDROCHLORIDE)","I","60","MG","","","N","","","Duloxétine (Chlorhydrate de duloxétine)","MG","",""
"98645","662","PYRITHIONE ZINC","I","0.1","%","","","N","W/W","","Pyrithione zincique","%","","p/p"
"98646","11366","ATORVASTATIN (ATORVASTATIN CALCIUM)","I","10","MG","","","N","","","Atorvastatine (Atorvastatine calcique)","MG","",""
"98647","11366","ATORVASTATIN (ATORVASTATIN CALCIUM)","I","20","MG","","","N","","","Atorvastatine (Atorvastatine calcique)","MG","",""
"98648","11366","ATORVASTATIN (ATORVASTATIN CALCIUM)","I","40","MG","","","N","","","Atorvastatine (Atorvastatine calcique)","MG","",""
"98649","11366","ATORVASTATIN (ATORVASTATIN CALCIUM)","I","80","MG","","","N","","","Atorvastatine (Atorvastatine calcique)","MG","",""
"98679","11389","LEUCOVORIN (LEUCOVORIN CALCIUM)","I","200","MG","","20","N","ML","","Leucovorine (Leucovorine calcique)","MG","","ML"
"98685","23434","ALPELISIB","I","50","MG","","","N","","","Alpélisib","MG","",""
"98686","23433","BROLUCIZUMAB","I","6","MG","","0.05","N","ML","","Brolucizumab","MG","","ML"
"98687","4922","VITAMIN D3","I","20000","UNIT","","","N","","","Vitamine D3","Unité","",""
"98688","4922","VITAMIN D3","I","40000","UNIT","","","N","","","Vitamine D3","Unité","",""
"98702","6404","BISMUTH SUBSALICYLATE","I","262","MG","","","N","","","Subsalicylate de bismuth","MG","",""
"98703","118","MYCOPHENOLATE MOFETIL","I","500","MG","","","N","","","Mofétilmycophénolate","MG","",""
"98704","270","ACETAMINOPHEN","I","160","MG","","5","N","ML","","Acétaminophène","MG","","ML"
"98707","197","BENZALKONIUM CHLORIDE","I","4.5","%","","","N","W/W","","Chlorure de benzalkonium","%","","p/p"
"98707","2218","OCTYL DECYL DIMETHYL AMMONIUM CHLORIDE","I","3.38","%","","","N","W/W","","Chlorure d'octyl décyl diméthyl ammonium","%","","p/p"
"98707","2232","DIOCTYL DIMETHYL AMMONIUM CHLORIDE","I","1.68","%","","","N","W/W","","Chlorure de dioctyl-diméthyl ammonium","%","","p/p"
"98707","2730","DIDECYL DIMETHYL AMMONIUM CHLORIDE","I","1.68","%","","","N","W/W","","Chlorure de didécyl-diméthyl ammonium","%","","p/p"
"98713","197","BENZALKONIUM CHLORIDE","I","2.25","%","","","N","W/W","","Chlorure de benzalkonium","%","","p/p"
"98713","2218","OCTYL DECYL DIMETHYL AMMONIUM CHLORIDE","I","1.69","%","","","N","W/W","","Chlorure d'octyl décyl diméthyl ammonium","%","","p/p"
"98713","2232","DIOCTYL DIMETHYL AMMONIUM CHLORIDE","I","0.84","%","","","N","W/W","","Chlorure de dioctyl-diméthyl ammonium","%","","p/p"
"98713","2730","DIDECYL DIMETHYL AMMONIUM CHLORIDE","I","0.84","%","","","N","W/W","","Chlorure de didécyl-diméthyl ammonium","%","","p/p"
"98714","197","BENZALKONIUM CHLORIDE","I","9","%","","","N","W/W","","Chlorure de benzalkonium","%","","p/p"
"98714","2218","OCTYL DECYL DIMETHYL AMMONIUM CHLORIDE","I","6.74","%","","","N","W/W","","Chlorure d'octyl décyl diméthyl ammonium","%","","p/p"
"98714","2232","DIOCTYL DIMETHYL AMMONIUM CHLORIDE","I","3.37","%","","","N","W/W","","Chlorure de dioctyl-diméthyl ammonium","%","","p/p"
"98714","2730","DIDECYL DIMETHYL AMMONIUM CHLORIDE","I","3.37","%","","","N","W/W","","Chlorure de didécyl-diméthyl ammonium","%","","p/p"
"98724","11956","OSELTAMIVIR (OSELTAMIVIR PHOSPHATE)","I","45","MG","","","N","","","Oséltamivir (Phosphate d'oseltamivir)","MG","",""
"98726","13053","BORTEZOMIB (BORTEZOMIB MANNITOL BORONIC ESTER)","I","3.5","MG","","","N","VIAL","","Bortézomib (Bortézomib, ester boronique de mannitol)","MG","","Fiole"
"98728","11956","OSELTAMIVIR (OSELTAMIVIR PHOSPHATE)","I","45","MG","","","N","","","Oséltamivir (Phosphate d'oseltamivir)","MG","",""
"98730","10247","DEXTROMETHORPHAN HYDROBROMIDE","I","20","MG","","","N","","","Bromhydrate de dextrométhorphane","MG","",""
"98730","9615","GUAIFENESIN","I","400","MG","","","N","","","Guaïfénésine","MG","",""
"98735","7532","HYDROCORTISONE (HYDROCORTISONE SODIUM SUCCINATE)","I","100","MG","","","N","VIAL","","Hydrocortisone (Succinate sodique d'hydrocortisone)","MG","","Fiole"
"98736","7532","HYDROCORTISONE (HYDROCORTISONE SODIUM SUCCINATE)","I","250","MG","","","N","VIAL","","Hydrocortisone (Succinate sodique d'hydrocortisone)","MG","","Fiole"
"98748","21466","PIRFENIDONE","I","267","MG","","","N","","","Pirfénidone","MG","",""
"98750","21466","PIRFENIDONE","I","801","MG","","","N","","","Pirfénidone","MG","",""
"98757","10010","NEOSTIGMINE METHYLSULFATE","I","0.5","MG","","","N","ML","","Méthylsulfate de néostigmine","MG","","ML"
"98758","10010","NEOSTIGMINE METHYLSULFATE","I","1","MG","","","N","ML","","Méthylsulfate de néostigmine","MG","","ML"
"98760","11893","ABACAVIR (ABACAVIR SULFATE)","I","600","MG","","","N","","","Abacavir (Sulfate d'abacavir)","MG","",""
"98760","122","LAMIVUDINE","I","300","MG","","","N","","","Lamivudine","MG","",""
"98763","197","BENZALKONIUM CHLORIDE","I","0.13","%","","","N","V/V","","Chlorure de benzalkonium","%","","v/v"
"98792","8","DESFLURANE","I","100","%","","","N","V/V","HISTORIC FREEFORM TEXT: DESFLURANE. 961127:  PETER CHAN REQUESTED THAT CONCENTRATION BE CHANGED TO 1","Desflurane","%","","v/v"
"98798","2609","IBUPROFEN","I","200","MG","","","N","","Historic Freeform Text: IBUPROFEN","Ibuprofène","MG","",""
"98799","2609","IBUPROFEN","I","400","MG","","","N","","","Ibuprofène","MG","",""
"98820","10237","HISTIDINE","I","288","MG","","100","N","ML","","Histidine","MG","","ML"
"98820","10238","TRYPTOPHAN","I","108","MG","","100","N","ML","L-TRYPTOPHAN","Tryptophane","MG","","ML"
"98820","2963","ALANINE","I","1242","MG","","100","N","ML","L-ALANINE","Alanine","MG","","ML"
"98820","42","DEXTROSE","I","5","G","","100","N","ML","","Dextrose","G","","ML"
"98820","7217","METHIONINE","I","240","MG","","100","N","ML","L-METHIONINE","Méhionine","MG","","ML"
"98820","8700","L-LYSINE HYDROCHLORIDE","I","348","MG","","100","N","ML","","Chlorhydrate de L-lysine","MG","","ML"
"98820","8865","GLYCINE","I","618","MG","","100","N","ML","","Glycine","MG","","ML"
"98820","897","L-TYROSINE","I","24","MG","","100","N","ML","","L-tyrosine","MG","","ML"
"98820","935","L-PROLINE","I","408","MG","","100","N","ML","","L-proline","MG","","ML"
"98820","938","L-ARGININE","I","690","MG","","100","N","ML","L-HISTIDINE","L-arginine","MG","","ML"
"98820","939","L-VALINE","I","348","MG","","100","N","ML","","L-valine","MG","","ML"
"98820","941","L-THREONINE","I","252","MG","","100","N","ML","","L-thréonine","MG","","ML"
"98820","942","L-PHENYLALANINE","I","336","MG","","100","N","ML","","L-phénylalanine","MG","","ML"
"98820","943","L-LEUCINE","I","438","MG","","100","N","ML","","L-leucine","MG","","ML"
"98820","944","L-ISOLEUCINE","I","360","MG","","100","N","ML","","L-isoleucine","MG","","ML"
"98820","9927","SERINE","I","300","MG","","100","N","ML","L-SERINE","Sérine","MG","","ML"
"98829","6731","DIGOXIN","I","0.25","MG","","","N","","","Digoxine","MG","",""
"98832","22819","ANTIHEMOPHILIC FACTOR (RECOMBINANT), PEGYLATED","I","750","UNIT","","","N","VIAL","","Facteur antihémophilique (recombinant), pégylé","Unité","","Fiole"
"98833","22819","ANTIHEMOPHILIC FACTOR (RECOMBINANT), PEGYLATED","I","750","UNIT","","","N","VIAL","","Facteur antihémophilique (recombinant), pégylé","Unité","","Fiole"
"98836","22819","ANTIHEMOPHILIC FACTOR (RECOMBINANT), PEGYLATED","I","1500","UNIT","","","N","VIAL","","Facteur antihémophilique (recombinant), pégylé","Unité","","Fiole"
"98850","11086","PANTOPRAZOLE (PANTOPRAZOLE SODIUM SESQUIHYDRATE)","I","20","MG","","","N","","","Pantoprazole (Pantoprazole sodique sesquihydrate)","MG","",""
"98851","11086","PANTOPRAZOLE (PANTOPRAZOLE SODIUM SESQUIHYDRATE)","I","40","MG","","","N","","","Pantoprazole (Pantoprazole sodique sesquihydrate)","MG","",""
"98852","9197","SODIUM BICARBONATE","I","840","MG","","10","N","ML","","Bicarbonate de sodium","MG","","ML"
"98853","9197","SODIUM BICARBONATE","I","4200","MG","","50","N","ML","","Bicarbonate de sodium","MG","","ML"
"98854","13330","TERIPARATIDE","I","250","MCG","","","N","ML","600 MCG/2.4 ML","Tériparatide","MCG","","ML"
"98859","12126","ENTACAPONE","I","200","MG","","","N","","","Entacapone","MG","",""
"98859","2370","CARBIDOPA","I","12.5","MG","","","N","","CARBIDOPA MONOHYDRATE 13.5 MG PER TAB.","Carbidopa","MG","",""
"98859","4068","LEVODOPA","I","50","MG","","","N","","","Lévodopa","MG","",""
"98860","12126","ENTACAPONE","I","200","MG","","","N","","","Entacapone","MG","",""
"98860","2370","CARBIDOPA","I","25","MG","","","N","","CARBIDOPA MONOHYDRATE 27MG PER TAB.","Carbidopa","MG","",""
"98860","4068","LEVODOPA","I","100","MG","","","N","","","Lévodopa","MG","",""
"98861","12126","ENTACAPONE","I","200","MG","","","N","","","Entacapone","MG","",""
"98861","2370","CARBIDOPA","I","31.25","MG","","","N","","CARBIDOPA MONOHYDRATE 33.8 MG/TAB.","Carbidopa","MG","",""
"98861","4068","LEVODOPA","I","125","MG","","","N","","","Lévodopa","MG","",""
"98862","12126","ENTACAPONE","I","200","MG","","","N","","","Entacapone","MG","",""
"98862","2370","CARBIDOPA","I","18.75","MG","","","N","","CARBIDOPA MONOHYDRATE 20.25 MG/TAB.","Carbidopa","MG","",""
"98862","4068","LEVODOPA","I","75","MG","","","N","","","Lévodopa","MG","",""
"98863","12126","ENTACAPONE","I","200","MG","","","N","","","Entacapone","MG","",""
"98863","2370","CARBIDOPA","I","37.5","MG","","","N","","CARBIDOPA MONOHYDRATE 40.5 MG/TAB.","Carbidopa","MG","",""
"98863","4068","LEVODOPA","I","150","MG","","","N","","","Lévodopa","MG","",""
"98865","197","BENZALKONIUM CHLORIDE","I","0.13","%","","","N","V/V","","Chlorure de benzalkonium","%","","v/v"
"98874","196","ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE","I","5","%","","","N","W/W","","Chlorure d'alkyl diméthyl éthylbenzyl ammonium","%","","p/p"
"98874","197","BENZALKONIUM CHLORIDE","I","5","%","","","N","W/W","","Chlorure de benzalkonium","%","","p/p"
"98884","11359","CEFEPIME (CEFEPIME HYDROCHLORIDE)","I","1","G","","","N","VIAL","","Céfépime (Chlorhydrate de céfépime)","G","","Fiole"
"98887","197","BENZALKONIUM CHLORIDE","I","4.192","%","","","N","W/W","","Chlorure de benzalkonium","%","","p/p"
"98887","2730","DIDECYL DIMETHYL AMMONIUM CHLORIDE","I","6.288","%","","","N","W/W","","Chlorure de didécyl-diméthyl ammonium","%","","p/p"
"98892","11104","ONDANSETRON (ONDANSETRON HYDROCHLORIDE DIHYDRATE)","I","4","MG","","2","N","ML","","Ondansétron (Chlorhydrate d'ondansétron dihydraté)","MG","","ML"
"98893","11104","ONDANSETRON (ONDANSETRON HYDROCHLORIDE DIHYDRATE)","I","8","MG","","4","N","ML","","Ondansétron (Chlorhydrate d'ondansétron dihydraté)","MG","","ML"
"98913","6617","THYROID","I","30","MG","","","N","","","Thyroïde","MG","",""
"98914","6617","THYROID","I","60","MG","","","N","","","Thyroïde","MG","",""
"98915","6617","THYROID","I","125","MG","","","N","","","Thyroïde","MG","",""
"98919","8642","DOXYCYCLINE (DOXYCYCLINE MONOHYDRATE)","I","40","MG","","","N","","","Doxycycline (Monohydrate de Doxycycline)","MG","",""
"98937","626","CHLORHEXIDINE GLUCONATE","I","2","%","","","N","W/W","","Gluconate de chlorhexidine","%","","p/p"
"98938","626","CHLORHEXIDINE GLUCONATE","I","2","%","","","N","W/W","","Gluconate de chlorhexidine","%","","p/p"
"98961","5190","SENNOSIDES","I","8.6","MG","","","N","","","Sennosides","MG","",""
"98961","9152","DOCUSATE SODIUM","I","50","MG","","","N","","","Docusate sodique","MG","",""
"98965","21066","PRUCALOPRIDE (PRUCALOPRIDE SUCCINATE)","I","1","MG","","","N","","","Prucalopride (Succinate de Prucalopride)","MG","",""
"98966","21066","PRUCALOPRIDE (PRUCALOPRIDE SUCCINATE)","I","2","MG","","","N","","","Prucalopride (Succinate de Prucalopride)","MG","",""
"98974","197","BENZALKONIUM CHLORIDE","I","0.1","%","","","N","W/W","","Chlorure de benzalkonium","%","","p/p"
