DRUG_CODE,PRODUCT_CATEGORIZATION,CLASS,DRUG_IDENTIFICATION_NUMBER,BRAND_NAME,DESCRIPTOR,PEDIATRIC_FLAG,ACCESSION_NUMBER,NUMBER_OF_AIS,LAST_UPDATE_DATE,AI_GROUP_NO,CLASS_F,BRAND_NAME_F,DESCRIPTOR_F
"101901","CAT IV - SUNBURN PROTECTANTS","Human","02529777","HYDRATING LIP PROTECTANT STICK SPF 15","","N","","3","24-JAN-2024","0322013005","Humain","BAUME PROTECTEUR HYDRATANT POUR LES LÈVRES EN BÂTON FPS 15",""
"102812","","Human","02539357","KETOROLAC TROMETHAMINE INJECTION, USP","","N","","1","23-JAN-2024","0121995002","Humain","KÉTOROLAC TROMÉTHAMINE INJECTABLE, USP",""
"102813","CAT IV - SUNBURN PROTECTANTS","Human","02539365","AQUAPHOR LIP REPAIR STICK","","N","","4","06-FEB-2024","0451521051","Humain","AQUAPHOR BÂTON RÉPARATEUR À LÈVRES",""
"102816","CAT IV - SUNBURN PROTECTANTS","Human","02539403","SOOTHING CARE SPF 15","","N","","2","05-FEB-2024","0242881008","Humain","SOIN APAISANT FPS 15",""
"102817","","Human","02539411","JAMP AMOXI CLAV SUSPENSION","","N","","2","25-JAN-2024","0234720006","Humain","",""
"102818","","Human","02539438","JAMP AMOXI CLAV SUSPENSION","","N","","2","25-JAN-2024","0234720001","Humain","",""
"102819","","Human","02539446","JAMP AMOXI CLAV SUSPENSION","","N","","2","25-JAN-2024","0234720004","Humain","",""
"102956","","Veterinary","02540894","XYLASED 20","","N","","1","18-DEC-2023","0131307002","Vétérinaire","",""
"102887","CAT IV - SUNBURN PROTECTANTS","Human","02540169","REVITALIFT ANTI-WRINKLE + FIRMING","","N","","4","19-JUN-2024","0451521013","Humain","",""
"103587","CAT IV - HARD SURFACE DISINFECTANTS","Disinfectant","02547244","EAU DE JAVEL CONCENTRÉE MULTI-USAGE LA PARISIENNE","","N","","1","23-APR-2024","0106897020","Désinfectant","",""
"101645","CAT IV - ANTISEPTIC SKIN CLEANSERS","Human","02527413","AVERY ESSENTIALS HAND SOAP","","N","","1","24-JAN-2024","0104993016","Humain","",""
"102979","","Human","02541122","BIO-PREGABALIN","","N","","1","23-JAN-2024","0151121001","Humain","",""
"102980","","Human","02541130","BIO-PREGABALIN","","N","","1","23-JAN-2024","0151121002","Humain","",""
"102981","","Human","02541149","BIO-PREGABALIN","","N","","1","23-JAN-2024","0151121003","Humain","",""
"102982","","Human","02541157","BIO-PREGABALIN","","N","","1","23-JAN-2024","0151121004","Humain","",""
"101957","","Disinfectant","02530384","LYSOL SMART DISSOLVE SYSTEM","","N","","1","24-JAN-2024","0102158019","Désinfectant","",""
"102304","","Human","02534088","PEMETREXED DISODIUM FOR INJECTION","","N","","1","25-OCT-2023","0150104002","Humain","",""
"102305","","Human","02534096","PEMETREXED DISODIUM FOR INJECTION","","N","","1","25-OCT-2023","0150104001","Humain","",""
"103112","","Veterinary","02542579","COMFORTEAT 52","","N","","1","25-OCT-2023","0103970015","Vétérinaire","",""
"103497","","Human","02546264","SANDOZ LISDEXAMFETAMINE CAPSULES","","N","","1","03-JUN-2024","0152536001","Humain","",""
"90484","","Human","02420244","RBX-CELECOXIB","","N","","1","24-OCT-2023","0137043002","Humain","",""
"103196","","Human","02543508","JAMP NEBIVOLOL","","N","","1","08-DEC-2023","0153531002","Humain","",""
"103197","","Human","02543516","JAMP NEBIVOLOL","","N","","1","08-DEC-2023","0153531004","Humain","",""
"103699","","Human","02548097","NRA-PANTOPRAZOLE","","N","","1","27-MAY-2024","0133229002","Humain","",""
"103708","","Human","02548194","NALOXONE HYDROCHLORIDE INJECTION USP","","N","","1","28-JUN-2024","0108981002","Humain","",""
"103802","","Human","02549158","ACH-PROGESTERONE","","N","","1","26-JUN-2024","0106327002","Humain","",""
"103808","LS - COUGH AND COLD","Human","02549212","NYQUIL KIDS HONEY","","N","","2","28-JUN-2024","0215723004","Humain","",""
"102623","","Human","02537524","ANTIBACTERIAL FOAMING HAND SOAP","","N","","1","24-OCT-2023","0104993016","Humain","",""
"102998","","Human","02541327","AG-SILODOSIN","","N","","1","25-JAN-2024","0152869001","Humain","",""
"102017","","Human","02531011","CYCLOPHOSPHAMIDE FOR INJECTION","SINGLE USE VIAL","N","","1","24-JAN-2024","0107630008","Humain","","FIOLE À USAGE UNIQUE"
"102018","","Human","02531038","CYCLOPHOSPHAMIDE FOR INJECTION","SINGLE USE VIAL","N","","1","26-MAR-2024","0107630007","Humain","","FIOLE À USAGE UNIQUE"
"102019","","Human","02531046","CYCLOPHOSPHAMIDE FOR INJECTION","SINGLE USE VIAL","N","","1","24-JAN-2024","0107630004","Humain","","FIOLE À USAGE UNIQUE"
"102363","","Human","02534746","SULFAMETHOXAZOLE AND TRIMETHOPRIM FOR INJECTION, USP","","N","","2","22-JAN-2024","0208901005","Humain","SULFAMÉTHOXAZOLE ET TRIMÉTHOPRIME POUR INJECTION, USP",""
"103236","","Human","02543931","UPLIZNA","SINGLE-USE","N","","1","29-FEB-2024","0165502001","Humain","","USAGE UNIQUE"
"103301","","Disinfectant","02544466","LYSOL DISINFECTANT SHOWER POWER FOAM CLEANER","","N","","3","10-JAN-2024","0314757004","Désinfectant","",""
"102781","","Human","02539160","GLYCOPYRROLATE INJECTION","","N","","1","23-JAN-2024","0102396002","Humain","",""
"103293","","Human","02544377","JAMP TOPIRAMATE TABLETS","","N","","1","24-MAY-2024","0132938003","Humain","",""
"101897","","Disinfectant","02529734","QUAT DISINFECTANT SPRAY & WIPE CLEANER","","N","","2","24-JAN-2024","0205019008","Désinfectant","",""
"102983","","Human","02541165","BIO-PREGABALIN","","N","","1","23-JAN-2024","0151121005","Humain","",""
"102984","","Human","02541173","BIO-PREGABALIN","","N","","1","23-JAN-2024","0151121006","Humain","",""
"102985","","Human","02541181","BIO-PREGABALIN","","N","","1","23-JAN-2024","0151121007","Humain","",""
"102986","","Human","02541203","BIO-PREGABALIN","","N","","1","23-JAN-2024","0151121008","Humain","",""
"103028","CAT IV - SUNBURN PROTECTANTS","Human","02541645","GLOSSIER INVISIBLE SUNSCREEN","","N","","4","25-MAR-2024","0451521118","Humain","",""
"102869","","Human","02539969","NAPROXEN LIQUID GELS","","N","","1","19-JAN-2024","0109634009","Humain","",""
"103099","","Human","02542439","JAMP CITALOPRAM TABLETS","","N","","1","18-OCT-2023","0136243004","Humain","",""
"103767","LS - ANORECTAL DRUG PRODUCTS","Human","02548852","BLACK LABEL ANORECTAL NUMBING SPRAY","SOLUTION","N","","1","18-JUN-2024","0101280006","Humain","SPRAY ANESTHÉSIANT ANO-RECTAL ÉTIQUETTE NOIRE",""
"103772","","Human","02548895","RIVA-AZITHROMYCIN","","N","","1","19-JUN-2024","0126072005","Humain","",""
"101578","","Human","02526719","RIVA SITAGLIPTIN","","N","","1","19-JAN-2024","0152414002","Humain","",""
"101579","","Human","02526727","RIVA SITAGLIPTIN","","N","","1","19-JAN-2024","0152414003","Humain","",""
"101580","","Human","02526735","RIVA SITAGLIPTIN","","N","","1","19-JAN-2024","0152414001","Humain","",""
"102648","","Human","02537699","HYDRALAZINE HYDROCHLORIDE INJECTION, USP","SINGLE USE VIAL","N","","1","24-OCT-2023","0107444005","Humain","CHLORHYDRATE D'HYDRALAZINE INJECTION, USP","FIOLES À USAGE UNIQUE"
"102650","","Human","02537710","SILDENAFIL","","N","","1","24-OCT-2023","0136261001","Humain","",""
"102651","","Human","02537729","SILDENAFIL","","N","","1","24-OCT-2023","0136261002","Humain","",""
"103639","","Human","02547430","JAMP QUINAPRIL / HCTZ","","N","","2","03-MAY-2024","0231789001","Humain","",""
"103640","","Human","02547449","JAMP QUINAPRIL / HCTZ","","N","","2","03-MAY-2024","0231789003","Humain","",""
"103475","","Human","02546027","SUMATRIPTAN","","N","","1","11-MAR-2024","0123238007","Humain","",""
"102597","","Veterinary","02537230","HYDREX 100","","N","","1","25-JAN-2024","0103970003","Vétérinaire","",""
"103165","","Human","02543168","MICAFUNGIN FOR INJECTION","SINGLE USE","N","","1","17-NOV-2023","0163379001","Humain","MICAFUNGINE POUR INJECTION","USAGE UNIQUE"
"103166","","Human","02543176","MICAFUNGIN FOR INJECTION","SINGLE USE","N","","1","17-NOV-2023","0163379002","Humain","MICAFUNGINE POUR INJECTION","USAGE UNIQUE"
"103172","CAT IV - SUNBURN PROTECTANTS","Human","02543230","THE KISSU LIP TINT CAMELLIA","","N","","2","16-MAY-2024","0265321001","Humain","",""
"103173","","Human","02543249","BIO-QUETIAPINE XR","","N","","1","22-NOV-2023","0131858006","Humain","",""
"103174","","Human","02543257","BIO-QUETIAPINE XR","","N","","1","22-NOV-2023","0131858004","Humain","",""
"103175","","Human","02543265","BIO-QUETIAPINE XR","","N","","1","22-NOV-2023","0131858003","Humain","",""
"103176","","Human","02543273","BIO-QUETIAPINE XR","","N","","1","22-NOV-2023","0131858005","Humain","",""
"103177","","Human","02543281","BIO-QUETIAPINE XR","","N","","1","22-NOV-2023","0131858007","Humain","",""
"103178","CAT IV - SUNBURN PROTECTANTS","Human","02543303","THE KISSU LIP TINT MIDNIGHT LILY","","N","","2","16-MAY-2024","0265321001","Humain","",""
"103652","","Human","02547589","MAR-RIVAROXABAN","","N","","1","10-MAY-2024","0152487004","Humain","",""
"103653","","Human","02547597","MAR-RIVAROXABAN","","N","","1","10-MAY-2024","0152487001","Humain","",""
"96682","","Human","02475952","AG-TOPIRAMATE","","N","","1","31-JAN-2024","0132938006","Humain","",""
"97202","","Human","02481561","AG-PANTOPRAZOLE SODIUM","","N","","1","24-OCT-2023","0133229002","Humain","",""
"97205","CAT IV - SUNBURN PROTECTANTS","Human","02481596","HYDRO BOOST CITY SHIELD GEL CREAM SPF 25","","N","","4","23-JAN-2024","0451521010","Humain","",""
"103654","","Human","02547600","MAR-RIVAROXABAN","","N","","1","10-MAY-2024","0152487002","Humain","",""
"103655","","Human","02547619","MAR-RIVAROXABAN","","N","","1","10-MAY-2024","0152487003","Humain","",""
"103656","","Human","02547627","PHENYLEPHRINE HYDROCHLORIDE INJECTION USP","","N","","1","11-MAY-2024","0100662004","Humain","",""
"101616","","Human","02527103","AURO-AMBRISENTAN","","N","","1","22-JAN-2024","0152452002","Humain","",""
"102460","CAT IV - SUNBURN PROTECTANTS","Human","02535777","CLEAR GEL SPF 30","","N","","3","24-OCT-2023","0335121036","Humain","GEL TRANSPARENT FPS 30",""
"102678","","Disinfectant","02538024","SERVCLEAN HOCL SPRAY & WIPE DISINFECTANT","","N","","1","24-JAN-2024","0152812004","Désinfectant","HOCL VAPORISER ET ESSUYER DÉSINFECTANT",""
"102025","","Disinfectant","02531097","WIDE RANGE II DISINFECTANT CLEANER","","N","","4","24-JAN-2024","0414758021","Désinfectant","",""
"102026","","Disinfectant","02531100","GERMALIN","","N","","4","24-JAN-2024","0414758021","Désinfectant","",""
"102525","","Human","02536471","PRO-AMOXI CLAV","","N","","2","21-NOV-2023","0234720008","Humain","",""
"102530","","Disinfectant","02536544","ACTIZONE C5","","N","","2","24-OCT-2023","0213172053","Désinfectant","",""
"103773","","Human","02548917","M-MONTELUKAST","","N","","1","21-JUN-2024","0133823003","Humain","",""
"96467","","Human","02474514","APO-TACROLIMUS CAPSULES","","N","","1","20-DEC-2023","0127857001","Humain","",""
"96466","","Human","02474506","APO-TACROLIMUS CAPSULES","","N","","1","20-DEC-2023","0127857002","Humain","",""
"96474","","Human","02474611","ARBESDA RESPICLICK","","N","","2","31-JAN-2024","0238341007","Humain","",""
"96475","","Human","02474638","ARBESDA RESPICLICK","","N","","2","31-JAN-2024","0238341008","Humain","",""
"96476","","Human","02474646","ARBESDA RESPICLICK","","N","","2","31-JAN-2024","0238341009","Humain","",""
"103774","","Human","02548925","M-MONTELUKAST","","N","","1","21-JUN-2024","0133823001","Humain","",""
"103775","","Human","02548909","WAINUA","PRE-FILLED AUTOINJECTOR","N","","1","21-JUN-2024","0165963001","Humain","WAINUA","AUTO-INJECTEUR PRÉREMPLI"
"103776","","Human","02548933","KIRKLAND SIGNATURE LAXATIVE","","N","","1","19-JUN-2024","0152488002","Humain","",""
"103777","","Human","02548941","KIDS SUNSCREEN SPRAY","","N","","4","26-JUN-2024","0451521048","Humain","",""
"101947","","Human","02530287","RYMTI","0.5 ML SINGLE-USE PRE-FILLED SYRINGE","N","","1","01-FEB-2024","0151564001","Humain","","SERINGUE 0.5 ML PRÉREMPLI À USAGE UNIQUE"
"101950","","Disinfectant","02530317","CLOROX MULTI-PURPOSE DISINFECTING CLEANER","","N","","1","24-JAN-2024","0104993006","Désinfectant","",""
"101956","","Veterinary","02530392","SILEO","","N","","1","27-JUN-2024","0152657002","Vétérinaire","",""
"102627","","Human","02537567","AG-LISDEXAMFETAMINE","","N","","1","24-JUN-2024","0152536006","Humain","",""
"102628","","Human","02537575","AG-LISDEXAMFETAMINE","","N","","1","24-JUN-2024","0152536003","Humain","",""
"102629","","Human","02537583","AG-LISDEXAMFETAMINE","","N","","1","24-JUN-2024","0152536001","Humain","",""
"102630","","Human","02537591","AG-LISDEXAMFETAMINE","","N","","1","24-JUN-2024","0152536004","Humain","",""
"102631","","Human","02537605","AG-LISDEXAMFETAMINE","","N","","1","24-JUN-2024","0152536002","Humain","",""
"102632","","Human","02537613","AG-LISDEXAMFETAMINE","","N","","1","24-JUN-2024","0152536005","Humain","",""
"102633","","Human","02537621","AG-LISDEXAMFETAMINE","","N","","1","24-JUN-2024","0152536007","Humain","",""
"102699","","Disinfectant","02538245","BARBICIDE RTU","","N","","1","24-JAN-2024","0104993038","Désinfectant","",""
"103512","","Human","02546434","M-DILTIAZEM T","","N","","1","19-MAR-2024","0115863004","Humain","",""
"103513","","Human","02546442","M-DILTIAZEM T","","N","","1","19-MAR-2024","0115863007","Humain","",""
"103514","","Human","02546450","M-DILTIAZEM T","","N","","1","19-MAR-2024","0115863006","Humain","",""
"103515","","Human","02546469","M-DILTIAZEM T","","N","","1","19-MAR-2024","0115863008","Humain","",""
"99958","CAT IV - HARD SURFACE DISINFECTANTS","Disinfectant","02510359","PDQ ESSENTIAL DISINFECTANT CLEANER","","N","","2","18-JAN-2024","0205019024","Désinfectant","",""
"96074","","Disinfectant","02471582","WEDGE DISINFECTANT","","N","","2","26-JAN-2024","0259871001","Désinfectant","",""
"96075","","Human","02471590","PMS-PEGLYTE","","N","","5","25-JAN-2024","0516978006","Humain","",""
"86535","","Human","02379457","HYPERRHO S/D FULL DOSE","ALSO KNOWN AS 'RHO D IMMUNE GLOBULIN HUMAN', SINGLE-USE PRE-FILLED SYRINGE","N","","1","12-MAR-2022","0106269004","Humain","","AUTRE NOM: 'IMMUNOGLOBULINE  ANTI-RHO D (HUMAINE)', SERINGUE PRÉREMPLIE À USAGE UNIQUE"
"97768","","Human","02487527","SANDOZ APIXABAN TABLET","","N","","1","01-FEB-2024","0153051002","Humain","",""
"97769","","Disinfectant","02487535","COMET DISINFECTING WIPES","","N","","4","16-JAN-2024","0414758052","Désinfectant","",""
"97771","","Disinfectant","02487551","OLD DUTCH DISINFECTING WIPES","","N","","4","23-JAN-2024","0414758052","Désinfectant","",""
"97645","","Disinfectant","02486229","OLD DUTCH DISINFECTANT SPRAY","","N","","3","15-JAN-2024","0310754003","Désinfectant","",""
"97647","","Human","02486245","NRA-QUETIAPINE","","N","","1","30-JAN-2024","0131858002","Humain","",""
"103516","","Human","02546477","M-DILTIAZEM T","","N","","1","19-MAR-2024","0115863009","Humain","",""
"19766","","Human","02182831","LEVODOPA-CARBIDOPA","","N","82062","2","31-MAY-2024","0210315002","Humain","",""
"102360","","Human","02534703","APO-LEVOTHYROXINE","","N","","1","05-FEB-2024","0107794002","Humain","",""
"92563","","Human","02441233","IMIPENEM AND CILASTATIN FOR INJECTION, USP","","N","","2","20-NOV-2023","0218820001","Humain","IMIPÉNEM ET CILASTATINE POUR INJECTION, USP",""
"102486","","Human","02536056","PACLITAXEL INJECTION","MULTIDOSE VIAL","N","","1","22-JAN-2024","0124214001","Humain","","FIOLE MULTIDOSE"
"103681","","Human","02547899","RIVAROXABAN","","N","","1","24-MAY-2024","0152487004","Humain","",""
"103682","","Human","02547902","RIVAROXABAN","","N","","1","24-MAY-2024","0152487001","Humain","",""
"103683","","Human","02547910","RIVAROXABAN","","N","","1","24-MAY-2024","0152487002","Humain","",""
"103684","","Human","02547929","RIVAROXABAN","","N","","1","24-MAY-2024","0152487003","Humain","",""
"102269","","Human","02533723","MINT-RASAGILINE","","N","","1","22-JAN-2024","0151662001","Humain","",""
"102270","","Human","02533731","MINT-RASAGILINE","","N","","1","22-JAN-2024","0151662002","Humain","",""
"102013","","Human","02530961","GABAPENTIN CAPSULES","","N","","1","23-JAN-2024","0125929001","Humain","",""
"102014","","Human","02530988","GABAPENTIN CAPSULES","","N","","1","23-JAN-2024","0125929003","Humain","",""
"102015","","Human","02530996","GABAPENTIN CAPSULES","","N","","1","23-JAN-2024","0125929002","Humain","",""
"102162","","Human","02532603","ERVEBO","SINGLE DOSE VIAL","N","","1","30-JAN-2024","0164261001","Humain","","FIOLE À DOSE UNIQUE"
"99594","","Human","02506580","PILOCARPINE HYDROCHLORIDE TABLETS","","N","","1","19-JAN-2024","0107358009","Humain","",""
"99605","","Human","02506696","ACH-HYDROXYCHLOROQUINE SULFATE","","N","","1","05-FEB-2024","0107403001","Humain","",""
"98197","","Human","02492067","SSP+","BUFFY COAT PREPARATION","N","","7","05-FEB-2024","0761850001","Humain","",""
"98200","","Human","02491990","NRA-CIPROFLOXACIN","","N","","1","25-JAN-2024","0123207006","Humain","",""
"98202","","Human","02492016","NRA-CIPROFLOXACIN","","N","","1","25-JAN-2024","0123207002","Humain","",""
"97170","","Disinfectant","02481243","RTU THYMO-CIDE","","N","","1","15-JAN-2024","0101107007","Désinfectant","",""
"97172","","Human","02481391","AG-TADALAFIL","","N","","1","31-JAN-2024","0149485003","Humain","",""
"97174","","Human","02481413","AG-TADALAFIL","","N","","1","31-JAN-2024","0149485001","Humain","",""
"96986","","Human","02479249","APO-ATAZANAVIR","","N","","1","01-FEB-2024","0149741002","Humain","",""
"96987","","Human","02479257","APO-ATAZANAVIR","","N","","1","01-FEB-2024","0149741003","Humain","",""
"96988","","Human","02479265","APO-ATAZANAVIR","","N","","1","01-FEB-2024","0149741004","Humain","",""
"97648","","Human","02486253","NRA-QUETIAPINE","","N","","1","30-JAN-2024","0131858003","Humain","",""
"97649","","Human","02486261","NRA-QUETIAPINE","","N","","1","30-JAN-2024","0131858005","Humain","",""
"74339","","Human","02258153","DOM-GABAPENTIN","","N","","1","24-OCT-2023","0125929004","Humain","",""
"97654","","Disinfectant","02486334","LYSOL DISINFECTANT ADVANCED POWERPLUS TOILET BOWL CLEANER","","N","","1","24-OCT-2023","0101890009","Désinfectant","",""
"103480","","Human","02546086","M-DILTIAZEM CD","","N","","1","12-MAR-2024","0115863004","Humain","",""
"103481","","Human","02546094","M-DILTIAZEM CD","","N","","1","12-MAR-2024","0115863007","Humain","",""
"103482","","Human","02546108","M-DILTIAZEM CD","","N","","1","12-MAR-2024","0115863006","Humain","",""
"103483","","Human","02546116","M-DILTIAZEM CD","","N","","1","12-MAR-2024","0115863008","Humain","",""
"102106","CAT IV - ANTIDANDRUFF PRODUCTS","Human","02531984","PYRITHIONE ZINC DANDRUFF SHAMPOO DEEP SCALP CLEANSE","","N","","1","24-OCT-2023","0108628001","Humain","",""
"102107","CAT IV - ANTIDANDRUFF PRODUCTS","Human","02531992","PYRITHIONE ZINC DANDRUFF SHAMPOO DEEP SCALP CLEANSE 2IN1","","N","","1","24-JAN-2024","0108628001","Humain","",""
"103238","","Veterinary","02543966","QUARESS VENTUS","","N","","3","19-DEC-2023","0326860001","Vétérinaire","",""
"102864","CAT IV - SUNBURN PROTECTANTS","Human","02539926","UNIVERSAL TINTED MOISTURIZER SPF46","","N","","2","05-FEB-2024","0216792050","Humain","HYDRATANT TEINTÉ UNIVERSEL AVEC FPS46",""
"102001","","Human","02530848","METHOFILL SELF-DOSE INJECTOR","SINGLE-DOSE PRE-FILLED AUTO-INJECTOR","N","","1","18-DEC-2023","0107545005","Humain","METHOFILL AUTO-DOSE INJECTEUR","AUTO-INJECTEUR PRÉREMPLI À DOSE UNIQUE"
"102002","","Human","02530856","METHOFILL SELF-DOSE INJECTOR","SINGLE-DOSE PRE-FILLED AUTO-INJECTOR","N","","1","18-DEC-2023","0107545005","Humain","METHOFILL AUTO-DOSE INJECTEUR","AUTO-INJECTEUR PRÉREMPLI À DOSE UNIQUE"
