DRUG_CODE,ROUTE_OF_ADMINISTRATION_CODE,ROUTE_OF_ADMINISTRATION,ROUTE_OF_ADMINISTRATION_F
"99444","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"99444","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"99444","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"99445","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
"99445","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"99445","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"99445","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"99445","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"99447","22","INTRAMUSCULAR","Intramusculaire"
"99447","49","INTRAVENOUS","Intraveineuse"
"100624","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"100821","56","ORAL","Orale"
"100814","49","INTRAVENOUS","Intraveineuse"
"101068","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
"101068","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"101068","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"101068","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"101068","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"101210","56","ORAL","Orale"
"101415","56","ORAL","Orale"
"101416","56","ORAL","Orale"
"101417","56","ORAL","Orale"
"101423","56","ORAL","Orale"
"101424","56","ORAL","Orale"
"101425","56","ORAL","Orale"
"101426","56","ORAL","Orale"
"99161","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"99161","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"99204","56","ORAL","Orale"
"99206","56","ORAL","Orale"
"99581","65","SUBCUTANEOUS","Sous-cutanée"
"99581","49","INTRAVENOUS","Intraveineuse"
"100632","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"100632","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
"100632","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"100632","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"100632","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"99917","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"101185","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"101193","56","ORAL","Orale"
"102586","70","TOPICAL","Topique"
"102791","22","INTRAMUSCULAR","Intramusculaire"
"102791","49","INTRAVENOUS","Intraveineuse"
"102792","56","ORAL","Orale"
"102298","70","TOPICAL","Topique"
"102379","49","INTRAVENOUS","Intraveineuse"
"102385","22","INTRAMUSCULAR","Intramusculaire"
"102385","49","INTRAVENOUS","Intraveineuse"
"102385","65","SUBCUTANEOUS","Sous-cutanée"
"102386","22","INTRAMUSCULAR","Intramusculaire"
"102386","49","INTRAVENOUS","Intraveineuse"
"102386","65","SUBCUTANEOUS","Sous-cutanée"
"102387","56","ORAL","Orale"
"102388","56","ORAL","Orale"
"102389","56","ORAL","Orale"
"102390","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
"102390","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"102390","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"102390","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"102390","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"102391","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
"102391","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"102391","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"102391","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"102391","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"102392","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
"102392","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"102392","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"102392","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"102392","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"102393","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
"102393","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"102393","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"102393","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"102393","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"103146","49","INTRAVENOUS","Intraveineuse"
"103407","56","ORAL","Orale"
"103408","56","ORAL","Orale"
"103409","56","ORAL","Orale"
"103532","56","ORAL","Orale"
"103533","56","ORAL","Orale"
"103534","56","ORAL","Orale"
"103535","56","ORAL","Orale"
"103536","56","ORAL","Orale"
"103537","56","ORAL","Orale"
"103538","56","ORAL","Orale"
"101737","22","INTRAMUSCULAR","Intramusculaire"
"99759","49","INTRAVENOUS","Intraveineuse"
"99926","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"99926","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"99926","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"99926","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"99926","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
"99975","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
"99975","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"99975","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"99975","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"99981","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"100308","56","ORAL","Orale"
"100309","56","ORAL","Orale"
"100310","56","ORAL","Orale"
"100311","56","ORAL","Orale"
"100312","56","ORAL","Orale"
"100313","56","ORAL","Orale"
"101025","56","ORAL","Orale"
"101205","56","ORAL","Orale"
"101206","56","ORAL","Orale"
"101207","56","ORAL","Orale"
"98961","56","ORAL","Orale"
"98965","56","ORAL","Orale"
"98966","56","ORAL","Orale"
"99516","56","ORAL","Orale"
"100385","56","ORAL","Orale"
"100386","56","ORAL","Orale"
"93074","56","ORAL","Orale"
"93075","56","ORAL","Orale"
"93085","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
"93085","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"93085","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"73068","56","ORAL","Orale"
"73071","56","ORAL","Orale"
"73097","56","ORAL","Orale"
"100095","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"101014","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
"101014","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"101014","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"101014","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"101311","56","ORAL","Orale"
"100337","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
"100337","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"100337","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"100337","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"100338","104","TOPICAL (HOUSEHOLD)","Topique (Maison)"
"99443","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"99443","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"99443","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"100953","56","ORAL","Orale"
"100954","56","ORAL","Orale"
"101276","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
"101276","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"101276","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"101276","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"101276","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"98974","105","TOPICAL (COMMERCIAL)","Topique (Milieu commercial)"
"99187","56","ORAL","Orale"
"99233","70","TOPICAL","Topique"
"100189","56","ORAL","Orale"
"100260","56","ORAL","Orale"
"100261","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"100261","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
"100261","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"100261","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"100261","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"100425","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"100811","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"100935","22","INTRAMUSCULAR","Intramusculaire"
"100936","56","ORAL","Orale"
"100937","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
"100937","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"100937","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"100937","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"100937","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"103106","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"103106","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"103106","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"103690","70","TOPICAL","Topique"
"103691","56","ORAL","Orale"
"102594","22","INTRAMUSCULAR","Intramusculaire"
"102713","56","ORAL","Orale"
"102760","70","TOPICAL","Topique"
"83958","70","TOPICAL","Topique"
"83981","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"91920","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"91922","56","ORAL","Orale"
"91927","70","TOPICAL","Topique"
"91930","70","TOPICAL","Topique"
"91938","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"91938","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"91943","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"91943","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"91944","70","TOPICAL","Topique"
"91956","56","ORAL","Orale"
"91957","56","ORAL","Orale"
"91958","56","ORAL","Orale"
"91959","56","ORAL","Orale"
"91974","56","ORAL","Orale"
"91975","56","ORAL","Orale"
"91976","56","ORAL","Orale"
"99776","56","ORAL","Orale"
"99882","56","ORAL","Orale"
"99884","56","ORAL","Orale"
"99885","56","ORAL","Orale"
"99886","56","ORAL","Orale"
"100538","49","INTRAVENOUS","Intraveineuse"
"100538","65","SUBCUTANEOUS","Sous-cutanée"
"100538","22","INTRAMUSCULAR","Intramusculaire"
"99017","57","OTIC","Otique"
"99019","56","ORAL","Orale"
"99110","49","INTRAVENOUS","Intraveineuse"
"99111","49","INTRAVENOUS","Intraveineuse"
"99113","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"99113","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"99113","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"94365","56","ORAL","Orale"
"94366","56","ORAL","Orale"
"94427","56","ORAL","Orale"
"94428","56","ORAL","Orale"
"103753","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"103755","56","ORAL","Orale"
"103756","56","ORAL","Orale"
"103757","56","ORAL","Orale"
"103758","56","ORAL","Orale"
"103708","22","INTRAMUSCULAR","Intramusculaire"
"103708","65","SUBCUTANEOUS","Sous-cutanée"
"101758","56","ORAL","Orale"
"101759","56","ORAL","Orale"
"101937","65","SUBCUTANEOUS","Sous-cutanée"
"101938","65","SUBCUTANEOUS","Sous-cutanée"
"101967","56","ORAL","Orale"
"102554","56","ORAL","Orale"
"102555","56","ORAL","Orale"
"102556","56","ORAL","Orale"
"103247","70","TOPICAL","Topique"
"103250","70","TOPICAL","Topique"
"102869","56","ORAL","Orale"
"103099","56","ORAL","Orale"
"101695","56","ORAL","Orale"
"101696","56","ORAL","Orale"
"101697","56","ORAL","Orale"
"103714","55","OPHTHALMIC","Ophtalmique"
"102269","56","ORAL","Orale"
"102270","56","ORAL","Orale"
"102252","49","INTRAVENOUS","Intraveineuse"
"102254","3","BUCCAL","Buccale"
"102254","56","ORAL","Orale"
"102260","56","ORAL","Orale"
"102265","56","ORAL","Orale"
"103067","70","TOPICAL","Topique"
"103077","56","ORAL","Orale"
"103078","1","BLOCK/INFILTRATION","Bloc/Infiltration"
"103079","1","BLOCK/INFILTRATION","Bloc/Infiltration"
"101809","49","INTRAVENOUS","Intraveineuse"
"103663","56","ORAL","Orale"
"103664","56","ORAL","Orale"
"103665","65","SUBCUTANEOUS","Sous-cutanée"
"101741","55","OPHTHALMIC","Ophtalmique"
"102166","56","ORAL","Orale"
"102167","56","ORAL","Orale"
"102789","1","BLOCK/INFILTRATION","Bloc/Infiltration"
"102790","1","BLOCK/INFILTRATION","Bloc/Infiltration"
"102864","70","TOPICAL","Topique"
"103318","22","INTRAMUSCULAR","Intramusculaire"
"103319","22","INTRAMUSCULAR","Intramusculaire"
"103646","56","ORAL","Orale"
"103647","56","ORAL","Orale"
"101615","56","ORAL","Orale"
"102052","70","TOPICAL","Topique"
"102053","70","TOPICAL","Topique"
"102056","49","INTRAVENOUS","Intraveineuse"
"102084","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
"102084","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"102084","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"102084","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"102084","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"103587","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"103685","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"103685","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"103685","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
"103685","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"103685","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"103689","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"102455","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"102455","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"102455","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
"103226","70","TOPICAL","Topique"
"103363","56","ORAL","Orale"
"103206","56","ORAL","Orale"
"103761","56","ORAL","Orale"
"103762","56","ORAL","Orale"
"103763","56","ORAL","Orale"
"102427","29","INHALATION","Inhalation"
"102676","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"102676","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"102676","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"102676","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"102680","70","TOPICAL","Topique"
"103187","56","ORAL","Orale"
"103452","49","INTRAVENOUS","Intraveineuse"
"103452","22","INTRAMUSCULAR","Intramusculaire"
"103452","10","INTRA-ARTICULAR","Intra-articulaire"
"103452","21","INTRALESIONAL","Intralésionnelle"
"103452","63","SOFT TISSUE INJECTION","Injection dans les tissus mous"
"103453","10","INTRA-ARTICULAR","Intra-articulaire"
"103453","21","INTRALESIONAL","Intralésionnelle"
"103453","22","INTRAMUSCULAR","Intramusculaire"
"103453","49","INTRAVENOUS","Intraveineuse"
"103453","63","SOFT TISSUE INJECTION","Injection dans les tissus mous"
"103454","56","ORAL","Orale"
"103455","56","ORAL","Orale"
"103385","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
"103385","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
